genre,sinopsis
Drama,"Suatu malam naas di teater daerah English kecil selama Perang Dunia II rombongan aktor tur panggung produksi Shakespeares King Lear. Bom yang jatuh, sirene yang meraung-raung, tirai naik dalam satu jam, tapi aktor / manager Sir yang bermain Lear adalah tidak terlihat. dresser nya Norman harus berebut untuk menjaga produksi hidup tapi akan Sir muncul di waktu dan jika ia akan ia dapat melakukan malam itu? The Dresser adalah cerita jahat lucu dan sangat mengharukan persahabatan dan loyalitas sebagai Sir mencerminkan prestasi seumur hidup dan berusaha untuk mendamaikan persahabatan bergolak dengan orang-orang yang dipekerjakan sebelum tirai akhir."
Drama,Kehidupan pasien kanker payudara dan peneliti yang mencoba untuk membuktikan link genetik untuk kanker berpotongan dalam studi inovatif.
"Comedy , Family , Romance","Sebuah dongeng cinta-cerita tentang mahasiswa pra-med Paige yang jatuh cinta dengan Denmark Pangeran ""Eddie "" yang menolak untuk mengikuti tradisi orang tuanya dan telah datang ke AS untuk memuaskan rasa haus untuk pemberontakan. Paige dan Edward datang dari dua dunia yang berbeda, tetapi ada tarik tak terbantahkan antara mereka."
"Drama , Romance","Greta adalah pelayan yang jatuh untuk masak ambisius di restoran tempat mereka bekerja. Tapi seperti percintaan musim panas mereka memanas, dia harus mengatasi kekhawatiran kakek-neneknya tentang masa pidana pacarnya."
"Drama , Fantasy","Sementara Jane Holman (Mastrantonio) adalah mengemudi dengan dua anak laki-laki, dia sengaja berjalan ke seorang gelandangan, Jack McCloud (Swayze), yang istirahat kakinya. Bertanggung jawab, Jane mengajak Jack, dan anjingnya, untuk tinggal di rumahnya sampai kakinya telah sembuh. Jack berjuang untuk beradaptasi gaya hidup mereka, dan menemukan dirinya dicintai oleh keluarga. Dia mulai mengajar bisbol untuk Tom, yang merindukan ayahnya, yang hilang dalam perang Korea. Jack dan Tom mengembangkan ikatan yang kuat persahabatan. Sementara itu, Gunny percaya bahwa ada lebih banyak untuk Jack dan Betty Jane daripada memenuhi mata ... Kita belajar bahwa Jack, Jack McCloud, Bintang Putih Socks pemain bisbol pada tahun 1941, yang putus liga, setelah musim pertamanya, dan; ""Tidak pernah terdengar lagi"" ... Sebuah cerita yang indah. Kami menyaksikan sihir antara imajinasi anak laki-laki, dan anjing Jack, dan tidak pernah yakin jika kita menyaksikan imajinasi atau sihir oleh anjing. Sebuah cerita tentang persahabatan, keluarga, dan belajar bahwa hidup tidak selalu seperti yang dipotong dan dikeringkan seperti yang kita sering percaya."
"Horror , Sci-Fi","Selama kembalinya ke bumi, pesawat ruang angkasa komersial Nostromo memotong sinyal marabahaya dari sebuah planet yang jauh. Ketika tim tiga anggota awak menemukan sebuah ruang yang berisi ribuan telur di planet ini, makhluk di dalam salah satu telur menyerang seorang penjelajah. Seluruh kru tidak menyadari mimpi buruk yang akan datang ditetapkan untuk turun atas mereka ketika parasit alien ditanam di dalam tuan rumah malang-nya melahirkan."
"Comedy , Drama , Horror","Setelah puas berkeliling selama berabad-abad dan sekarang hidup di era modern, vampir Adam adalah rockstar yang tidak dapat tumbuh terbiasa dengan dunia modern baru dengan semua teknologi baru. Sementara ia tinggal di Detroit, istrinya Hawa tinggal di Tangier, berkembang di dunia baru. Tapi ketika dia merasakan depresi Adam dengan masyarakat, dia mendapat di pesawat dan pergi menemuinya. Tak lama setelah Eve sampai di sana, adiknya, Ava, muncul setelah 87 tahun dan mengganggu pasangan reuni idyll."
"Comedy , Family , Fantasy","Bintang Jim Carrey sebagai Tom Popper, seorang pengusaha sukses siapa mengerti ketika datang ke hal-hal yang benar-benar penting dalam hidup ... sampai ia mewarisi enam ""manis"" penguin, masing-masing dengan kepribadian sendiri yang unik. Segera teman sekamar ribut Tom mengubah berlagak apartemennya di New York menjadi wonderland musim dingin yang bersalju - dan seluruh dunianya terbalik."
"Drama , Family , Romance","Marty adalah pelopor wanita tua 19 tahun, baru saja menikah. Dia pergi barat dengan suaminya Clem, berharap untuk memulai hidup baru. Tapi Clem tiba-tiba meninggal, dan Marty menemukan dirinya sendiri, hamil dua bulan. Clark Davis, seorang duda, menawarkan dirinya perkawinan kenyamanan: ia membutuhkan makanan dan uang, dan ia membutuhkan seseorang untuk mengurus putrinya Missie. Dia menerima proposal sebagai solusi sementara."
"Action , Thriller","Seorang mantan agen CIA yang diculik oleh sekelompok teroris. Ketika anaknya belajar tidak ada rencana untuk ayahnya diselamatkan, ia meluncurkan operasi penyelamatan sendiri."
"Action , Crime , Drama","Dr Richard Kimble, tidak adil dituduh membunuh istrinya, harus menemukan pembunuh yang sebenarnya sementara menjadi target perburuan nasional."
"Action , Adventure , Comedy","Sekelompok veteran Perang Irak berlangsung lari dari pasukan militer AS sementara mereka mencoba untuk membersihkan nama mereka setelah dijebak untuk kejahatan mereka tidak melakukan. Sepanjang jalan, Kolonel Hannibal Smith, Capt. HM ""Howling Mad "" Murdock, Sgt. Bosco ""BA "" Baracus, dan Letnan Templeton ""Faceman "" Peck membantu berbagai orang yang mereka temui."
"Action , Comedy , Drama","Untuk melepaskan adiknya diculik, mobil sport mekanik Jackie Chan harus mengalahkan pembalap jalanan super kriminal."
"Drama , Romance","Di sebuah desa kecil Skotlandia dan konservatif, suami lumpuh wanita meyakinkan dia untuk melakukan hubungan intim di luar nikah sehingga dia bisa bercerita tentang hal itu dan memberinya alasan untuk hidup."
Comedy,Seorang ibu perjalanan lintas negara ke California bersama anaknya setelah ia memutuskan untuk putus sekolah dan menjadi surfer.
"Comedy , Romance","Paul Morse adalah orang baik. Ketika teman-temannya melemparkan dia sebuah pesta bujangan liar, ia hanya ingin menjaga hati nuraninya bersih - itulah sebabnya dia terkejut ketika dia bangun di tempat tidur dengan seorang gadis cantik bernama Becky dan tidak ingat malam sebelumnya. Putus asa untuk menjaga tunangannya, Karen, dari mencari tahu apa yang mungkin atau mungkin tidak benar, ia mengatakan kebohongan amat kecil. Segera kebohongannya yang di luar kendali dan hidupnya adalah serangkaian kesalahpahaman lucu."
"Adventure , Comedy , Family","Lizzie McGuire telah lulus dari sekolah menengah dan mengambil perjalanan ke Roma, Italia."
"Adventure , Fantasy , Romance",Seorang pemuda harus menghentikan Tuhan Kegelapan dari kedua menghancurkan siang hari dan menikahi wanita yang dicintainya.
"Drama , Romance","Pada malam - di mana suaminya, Tancredi (Pippo Delbono), belajar bahwa ia dan anaknya Edoardo Recchi Jr (Flavio Parenti) sekitar untuk mengambil kendali dari bisnis yang menguntungkan yang Edoardo Recchi Sr (Gabriele Ferzetti) - - Emma (Tilda Swinton) bertemu koki bernama Antonio (Edoardo Gabbriellini). Antonio dan Emma segera menemukan diri mereka di tempat tidur bersama-sama. Dengan keluarga sudah dibagi atas rencana yang tidak biasa tua Recchi ini, urusan Emma adalah kartu liar yang mungkin membagi keluarga untuk selamanya."
"Biography , Drama , Fantasy","Pada 1600, bangsawan Orlando (Tilda Swinton) mewarisi rumah orang tuanya, berkat Ratu Elizabeth I (Quentin Crisp), yang memerintahkan pemuda untuk tidak pernah berubah. Setelah urusan bencana dengan putri Rusia Sasha (Charlotte Valandrey), Orlando mencari penghiburan dalam seni sebelum diangkat duta ke Konstantinopel pada tahun 1700, di mana perang berkecamuk. Suatu pagi, Orlando terkejut bangun sebagai seorang wanita dan pulang ke rumah, berjuang sebagai seorang wanita untuk mempertahankan properti sebagai abad berlalu."
"Drama , Family , Western","Perjalanan ke barat terus pemukim Missie dan Willie Lahaye. akar mereka sekarang tertanam kuat karena mereka mendirikan wisma di barat jauh, Missie mulai menyadari kecintaannya mengajar sebagai Willie peduli untuk anak muda pasangan Kathy sementara memperluas peternakan keluarga dengan sedikit bantuan dari anak Jeff dan Matthew."
"Comedy , Drama , Romance","Setelah majikannya berjalan di atas seorang remaja, seorang jagoan Wall Street melihat terurai hidupnya dalam sorotan, dan menarik minat dari bawah dan keluar reporter."
"Biography , Drama , Sport","Cerita yang kuat dari Jackie Robinson, pemain bisbol legendaris yang pecah Major League Baseball penghalang warna saat ia bergabung dengan daftar nama Brooklyn Dodgers. Film ini mengikuti general manager Dodgers inovatif 'Branch Rickey, eksekutif MLB yang pertama kali menandatangani Robinson untuk anak di bawah umur dan kemudian membantu untuk membawa dia ke acara."
"Action , Crime , Mystery","Dirty Harry Callahan kembali untuk petualangan Film terakhirnya. Bersama dengan rekannya Al Quan, ia harus menyelidiki pembunuhan sistematis aktor dan musisi. Pada saat Harry menyadari bahwa pembunuhan adalah bagian dari permainan sakit untuk memprediksi kematian selebriti sebelum terjadi, mungkin terlalu terlambat ..."
"Action , Comedy , Crime","Sepupu Thomas dan David, pemilik restoran mobile, tim dengan teman mereka Moby, seorang detektif swasta kikuk, untuk menyelamatkan indah Sylvia, yang seorang pencopet."
"Biography , Drama , Family","Soul Surfer adalah kisah nyata inspiratif dari surfer remaja Bethany Hamilton. Bethany kehilangan lengan kirinya dalam serangan hiu dan berani mengatasi segala rintangan untuk menjadi juara lagi, melalui tekad belaka dan tak tergoyahkan faith.Bethany (AnnaSophia Robb) lahir untuk berselancar. Sebuah bakat alami yang mengambil ombak di usia muda, ia memimpin sebuah kehidupan yang sangat indah di Kauai, berpartisipasi dalam kompetisi surfing nasional dengan sahabatnya Alana (Lorraine Nicholson), ketika segala sesuatu berubah. Pada Halloween pagi, harimau hiu 14 kaki datang entah dari mana dan tampaknya untuk menghancurkan semua nya dreams.Soul Surfer mengungkapkan perjuangan Bethany untuk pulih dari cobaan dan bagaimana dia bergulat dengan pertanyaan tentang masa depannya. Diperkuat oleh cinta orangtuanya, Tom (Dennis Quaid) dan Cheri (Helen Hunt), dan didukung oleh pemimpin kelompok mudanya Sara (Carrie Underwood), Bethany menolak untuk menyerah atau menyerah, dan mulai kembali berani untuk air ."
"Comedy , Crime , Romance","Max dan PT adalah ibu / putri tim con brilian yang memiliki Grift mereka turun ke ilmu baik. Max menargetkan kaya, orang bersedia dan menikahi mereka. Halaman kemudian menggoda mereka, dan Max menangkap suaminya dalam bertindak. Maka itu off untuk kota palimony dan tanda mudah berikutnya."
"Comedy , Music , Romance","Kesialan dua pria gay muda, mencoba untuk menemukan tempat untuk menyendiri, satu malam di Manhattan. Gabriel, seorang penulis bercita-cita musikal Broadway, bertemu Mark, seorang penari telanjang berotot, yang mengambil dia di kereta bawah tanah. Mereka menghabiskan malam berusaha untuk menemukan tempat untuk menyendiri ... dipaksa untuk bersaing dengan teman sekamar Gabriel egois, temannya menjengkelkan terbaik, dan setan, cemburu waria di sebuah klub dansa gay. Matahari terbit pada hubungan baru yang menjanjikan. Trik adalah 1999 Amerika independen bertema gay komedi romantis yang disutradarai oleh Jim Kejatuhan. Trik muncul di Sundance dan Berlin festival film pada tahun 1999. Film ini selesai dalam waktu kurang dari tiga minggu pada bulan Agustus 1998."
Drama,Ayah egois yuppie Charlie Babbitt meninggalkan uang untuk saudara savant nya Raymond dan sedikit sekali untuk Charlie; mereka melakukan perjalanan lintas negara.
"Biography , Drama , Romance","Biografi pelukis Inggris Francis Bacon. Film ini berfokus pada hubungannya dengan George Dyer, kekasihnya. Dyer adalah mantan waktu penjahat kecil."
Drama,"J melihat kehidupan dua gadis remaja - teman tak terpisahkan Ginger dan Rosa - tumbuh di tahun 1960-an London sebagai Krisis Misil Kuba alat tenun, dan acara penting yang datang untuk mendefinisikan kembali hubungan mereka."
"Drama , Family , Western","Berpusat pada anak Missy angkat Belinda Tyler saat ia mengikuti mimpinya. Belinda ingin menjadi dokter, tapi periode ini tidak terlihat ramah pada wanita dengan karier, terutama yang di bidang medis. Tapi Belinda adalah wanita yang kuat berpikiran dan sangat ingin berkarir sebagai dokter. Dia berhasil membuktikan kemampuannya sambil membantu dokter setempat dan merawat seorang wanita tua yang baru saja mengalami stroke. Belinda perawat kembali ke kesehatan dan membantu dia mendapatkan kembali penggunaan lengannya lagi. Belinda juga memenuhi keponakan tetangga mereka yang meninggal. Drew datang ke kota untuk mendapatkan peternakan pamannya dalam bentuk menjual. Setelah itu ia bermaksud untuk kembali ke New York untuk bergabung praktek hukum ayahnya. Dia tidak memiliki keinginan untuk tinggal di kota kecil ini, tidak canggih. Tapi setelah bertemu Belinda ia memiliki pikiran kedua. Belinda juga merasa sesuatu untuk Drew, tapi dia berkonflik karena dia ingin menjadi dokter ..."
Comedy,"Setelah diusir dari apartemen Manhattan mereka, pasangan membeli apa yang tampak seperti rumah impian mereka - hanya untuk menemukan diri mereka dibebani dengan mimpi buruk rekening bank-pengeringan-. Berjuang untuk menjaga hubungan mereka bersama sebagai rumah bertele-tele mereka jatuh berkeping-keping di sekitar mereka, dua jam ngeri lucu sebagai segala sesuatu - termasuk wastafel dapur, disppears ke Money Pit."
"Animation , Adventure , Family","Ini adalah kisah tentang seorang anak muda pada malam Natal yang papan kereta magis yang menuju ke Kutub Utara. Apa terbentang adalah sebuah petualangan yang mengikuti seorang anak meragukan, yang mengambil naik kereta luar biasa ke Kutub Utara; Selama perjalanan ini, ia memulai perjalanan penemuan diri yang menunjukkan bahwa keajaiban hidup tidak pernah memudar bagi mereka yang percaya."
"Action , Crime , Drama","Dengan teman-teman seperti ini, yang membutuhkan musuh? Itulah orang jahat pertanyaan Porter yang tersisa bertanya setelah istri dan pasangan mencuri uang pencurian dan meninggalkan dia untuk mati - atau sehingga mereka berpikir. Lima bulan dan reservoir tak berujung kepahitan kemudian, mitra Porter dan polisi bengkok pada ekornya belajar bagaimana buruk payback bisa."
"Action , Thriller",Phoenix polisi Ben Shockley baik dalam perjalanan untuk menjadi terlantar ketika ia ditugaskan untuk mengangkut seorang saksi bernama Gus Mally dari Vegas. Mally ternyata menjadi seorang pelacur berperang dengan ikatan massa dan informasi memberatkan mengenai sosok tinggi ditempatkan.
"Action , Adventure , Comedy","Duo dinamis Chon Wang dan Roy O'Bannon kembali untuk petualangan gila lain. Kali ini, mereka berada di London untuk membalas pembunuhan ayah Chon, tetapi berakhir pada kasus yang lebih besar. adik Chon adalah ada untuk melakukan hal yang sama, tapi bukannya menggali plot untuk membunuh keluarga kerajaan. tidak ada yang percaya padanya, meskipun, dan itu terserah Chon dan Roy (yang memiliki asmara di pikirannya) untuk membuktikan kanannya."
"Drama , Family",Sebuah con artis remaja trik seorang ibu yang putus asa dalam mempekerjakan dia sebagai pendamping hidup-in untuk putri autis nya.
"Action , Horror , Sci-Fi","Dua ratus tahun setelah Letnan Ripley meninggal, sekelompok ilmuwan mengkloning dirinya, berharap untuk berkembang biak senjata pamungkas. Tapi Ripley baru ini penuh kejutan ... seperti alien baru. Ripley harus bekerjasama dengan band penyelundup untuk menjaga makhluk mencapai Bumi."
"Animation , Adventure","Sebuah akuarium ikan terus mengangkat-on lolos rumah yacht-nya, tidak menyadari bahaya yang menanti dirinya di laut terbuka. Dengan bantuan makhluk ketidakcocokan laut lainnya, ia belajar tidak hanya bagaimana untuk berani bahaya dari dalam, tapi bagaimana untuk menjadi kenyataan pada dirinya sendiri."
